,Name
1173,Shayna-Baszler
1174,Rodrigo-Lidio
1175,Chuck-Liddell
1176,Li-Yunfeng
1177,Liang-Na
1178,Jess-Liaudin
1179,Brandon-Lewis
1180,Li-Jingliang
1181,Rose-Conceicao
1182,Chi-Lewis-Parry
1183,Malik-Lewis
1184,Willian-Colorado
1185,Christian-Colombo
1186,Jamie-Colleen
1187,Wes-Combs
1188,Jake-Collier
1189,Cortez-Coleman
1190,Clay-Collard
1191,Nissen-Osterneck
1192,Rachael-Ostovich
1193,Mark-Coleman
1194,Kurt-Osiander
1195,Ode-Osbourne
1196,Jorge-Ortiz
1197,Kenji-Osawa
1198,Nick-Osipczak
1199,Dustin-Ortiz
1200,Sean-Bassett
1201,Ryan-Bastianelli
1202,Stephen-Bass
1203,Austin-Bashi
1204,Javid-Basharat
1205,Dean-Barry
1206,Seth-Kleinbeck
1207,Ludovit-Klein
1208,Farid-Basharat
1209,Top Noi-Kiwram
1210,Koji-Kitao
1211,Justine-Kish
1212,Francimar-Barroso
1213,Yurij-Kiseliov
1214,Satoru-Kitaoka
1215,Kamuela-Kirk
1216,Kyle-Kingsbury
1217,Yusaku-Kinoshita
1218,John-Lewis
1219,Enrique-Barzola
1220,Pat-Barry
1221,Bevon-Lewis
1222,Kyle-Levinton
1223,Derrick-Lewis
1224,Natan-Levy
1225,Chandler-Cole
1226,Leah-Letson
1227,David-Levicki
1228,Justin-Levens
1229,Ivan-Cole
1230,Marcus-LeVesseur
1231,Devin-Cole
1232,Chris-Coggins
1233,Coltin-Cole
1234,Wayne-Cole
1235,John-Cofer
1236,Felipe-Colares
1237,Marc-Cofer
1238,Myktybek-Orolbai
1239,Marloes-Coenen
1240,Charlie-Ontiveros
1241,Brian-Ortega
1242,David-Onama
1243,Sam-Oropeza
1244,Michihiro-Omigawa
1245,Ricardo-Barros
1246,Chibwikem-Onyenegecha
1247,Daniel-Omielanczuk
1248,Alan-Omer
1249,Alexandre-Barros
1250,David-Barrios
1251,Peter-Barrett
1252,Marc-Andre-Barriault
1253,Jose-Barreto
1254,Dan-Barrera
1255,Dustin-Kimura
1256,Carlos-Barreto
1257,Mike-King
1258,Rob-Kimmons
1259,David-Baron
1260,So Yul-Kim
1261,Jeremy-Kimball
1262,Phil-Baroni
1263,KyuSung-Kim
1264,SangWon-Kim
1265,Sangwook-Kim
1266,KyeungPyo-Kim
1267,Taiei-Kin
1268,Frank-Lester
1269,Valerie-Letourneau
1270,Michael-Lerma
1271,Lukasz-Les
1272,Brock-Lesnar
1273,Chad-Leonhardt
1274,Anthony-Leone
1275,Kimo-Leopoldo
1276,Dave-Cochran
1277,Victoria-Leonardo
1278,Dakota-Cochrane
1279,Darryl-Cobb
1280,Brian-Cobb
1281,Josh-Clopton
1282,Chris-Clements
1283,RJ-Clifford
1284,Mark-Climaco
1285,Cameron-Olson
1286,Rich-Clementi
1287,Casey-Olson
1288,Andy-Ologun
1289,Shana-Olsen
1290,Wendell-Oliveira Marques
1291,Vinicius-Oliveira
1292,Felipe-Olivieri
1293,Dennis-Olson
1294,Chris-Barnhizer
1295,Ravena-Oliveira
1296,Nick-Barnes
1297,Shonte-Barnes
1298,Chris-Barnett
1299,HanSeul-Kim
1300,MinWoo-Kim
1301,Josh-Barnett
1302,Luke-Barnatt
1303,James-Barnes
1304,Jong Man-Kim
1305,Daniel-Barez
1306,Jong Won-Kim
1307,Min Soo-Kim
1308,Danny-Barlow
1309,Jong Wang-Kim
1310,Ji Yeon-Kim
1311,Dae Won-Kim
1312,Jin Oh-Kim
1313,Raoni-Barcelos
1314,Jesse-Lennox
1315,Alberta Cerra-Leon
1316,Christophe-Leninger
1317,Dong Hyun-Kim
1318,Gabe-Lemley
1319,Nik-Lentz
1320,Jean Francois-Lenogue
1321,Kennedy-Nzechukwu
1322,Abubakar-Nurmagomedov
1323,Giacomo-Lemos
1324,Amanda-Lemos
1325,Josiane-Nunes
1326,Said-Nurmagomedov
1327,Diyar-Nurgozhay
1328,Stefan-Leko
1329,Istela-Nunes
1330,Umar-Nurmagomedov
1331,Khabib-Nurmagomedov
1332,John-Clarke
1333,Shannon-Clark
1334,Jessica-Rose-Clark
1335,Mitch-Clarke
1336,Devin-Clark
1337,Heather-Clark
1338,Mychal-Clark
1339,Dominic-Clark
1340,Bruno-Oliveira
1341,Logan-Clark
1342,Maria-Oliveira
1343,Jorge-Oliveira
1344,Ednaldo-Oliveira
1345,Charles-Oliveira
1346,Alex-Oliveira
1347,Dione-Barbosa
1348,Michal-Oleksiejczuk
1349,Rafaello-Oliveira
1350,Aleksei-Oleinik
1351,Edson-Barboza
1352,Renan-Barao
1353,Junior-Barata
1354,Yohan-Banks
1355,Maycee-Barber
1356,Tae Hyun-Bang
1357,Shauna-Bannon
1358,Antonio-Banuelos
1359,Sanae-Kikuta
1360,Bryan-Barberena
1361,Akira-Kikuchi
1362,Katsunori-Kikuno
1363,Jacob-Kilburn
1364,WonBin-Ki
1365,Pannie-Kianzad
1366,Aliaskhab-Khizriev
1367,Sergei-Kharitonov
1368,Claudia-Leite
1369,Alfred-Khashakyan
1370,Thales-Leites
1371,Cheyden-Leialoha
1372,Sherron-Leggett
1373,JungHyun-Lee
1374,Sergey-Khandozhko
1375,Andrea-Lee
1376,Ricky-Legere Jr.
1377,Rocky-Lee
1378,ChangHo-Lee
1379,JeongYeong-Lee
1380,Taiyilake-Nueraji
1381,Nina-Nunes
1382,Amanda-Nunes
1383,Diego-Nunes
1384,Shayilan-Nuerdanbieke
1385,Jason-Novelli
1386,Scott-Norton
1387,Jonatas-Novaes
1388,Phillipe-Nover
1389,Laverne-Clark
1390,Shohei-Nose
1391,Johnny-Cisneros
1392,Nikolajus-Cilkinas
1393,Mike-Ciesnolevicz
1394,Hannah-Cifers
1395,Misha-Cirkunov
1396,Steven-Ciaccio
1397,Branko-Cikatic
1398,Bolaji-Oki
1399,Takayuki-Okada
1400,JJ-Okanovich
1401,Michiyoshi-Ohara
1402,Koji-Oishi
1403,Ho Taek-Oh
1404,Yushin-Okami
1405,Andy-Ogle
1406,Marcin-Bandel
1407,Humberto-Bandenay
1408,Stephen-Banaszak
1409,Jin-Bala
1410,Scott-Baker
1411,Oluwale-Bamgbose
1412,-Balajin
1413,Bryan-Baker
1414,Jordan-Bailey
1415,Shamar-Bailey
1416,Adam-Khaliev
1417,Ron-Keslar
1418,Will-Kerr
1419,Rustam-Khabilov
1420,Mark-Kerr
1421,Casey-Kenney
1422,Aurelijus-Kerpe
1423,Maimaitituoheti-Keremuaili
1424,Waylon-Kennell
1425,Jeremy-Kennedy
1426,Imani-Lee
1427,Vaughan-Lee
1428,Kevin-Lee
1429,Matt-Lee
1430,Tommy-Lee
1431,Eun Soo-Lee
1432,Tae Hyun-Lee
1433,Jackie-Lee
1434,James-Lee
1435,Sage-Northcutt
1436,David-Lee
1437,KJ-Noons
1438,Jan-Nortje
1439,Nick-Nolte
1440,Tom-Nolan
1441,Talita-Nogueira
1442,Cameron-Church
1443,Kyle-Noke
1444,Murad-Chunkaiev
1445,Rogerio-Nogueira
1446,Anthony-Christodoulou
1447,Alexandre Franca-Nogueira
1448,Dan-Christison
1449,Joachim-Christensen
1450,Kevin-Christian
1451,Volkan-Oezdemir
1452,Naoya-Ogawa
1453,Christian-Ocon
1454,Ryo-Chonan
1455,Richard-Odoms
1456,Takahiro-Oba
1457,Will-Chope
1458,Nobuhiro-Obiya
1459,Jose-Ochoa
1460,Brendan-O'Reilly
1461,Casey-O'Neill
1462,Chuck-O'Neil
1463,Bahatebole-Batebolati
1464,Ignacio-Bahamondes
1465,Siyar-Bahadurzada
1466,Ali-Bagautinov
1467,Melsik-Baghdasaryan
1468,Mehdi-Baghdad
1469,Abdul Azeem-Badakhshi
1470,Izabela-Badurek
1471,Miguel-Baeza
1472,Seth-Baczynski
1473,Tim-Kennedy
1474,Steve-Kennedy
1475,Ryan-Bader
1476,Daniel-Kelly
1477,Paul-Kelly
1478,John-Kelly
1479,Tony-Kelley
1480,CJ-Keith
1481,Mayana-Kellem
1482,Chris-Kelades
1483,Ryan-Keenan
1484,Stephen-Ledbetter
1485,Justin-Ledet
1486,Brian-Kelleher
1487,Jerome-LeBanner
1488,Mickael-Lebout
1489,Jordan-Leavitt
1490,Chris-Leben
1491,Mounir-Lazzez
1492,Thanh-Le
1493,Zviad-Lazishvili
1494,Quang-Le
1495,Cung-Le
1496,Pedro-Nobre
1497,Jacob-Noe
1498,Antonio Rodrigo-Nogueira
1499,Derrick-Noble
1500,Kyle-Noblitt
1501,Yamato-Nishikawa
1502,Yosuke-Nishijima
1503,Akiyo-Nishiura
1504,Chidi-Njokuani
1505,Soichi-Nishida
1506,Anthony-Njokuani
1507,SeungWoo-Choi
1508,DongHun-Choi
1509,John-Cholish
1510,Dooho-Choi
1511,SeungGuk-Choi
1512,Hong Man-Choi
1513,Mu Bae-Choi
1514,Sako-Chivitchian
1515,Jeremiah-O'Neal
1516,Giga-Chikadze
1517,Sean-O'Haire
1518,Khamzat-Chimaev
1519,Dan-O'Connor
1520,Sean-O'Connell
1521,Niklas-Backstrom
1522,Sean-O'Malley
1523,TJ-O'Brien
1524,Julie-Kedzie
1525,Jake-O'Brien
1526,Masuto-Kawana
1527,Toshiomi-Kazama
1528,Doug-Kay
1529,Ryo-Kawamura
1530,Canaan-Kawaihae
1531,Lone'er-Kavanagh
1532,Valmir-Lazaro
1533,Tatsuya-Kawajiri
1534,Yusuke-Kawaguchi
1535,Jimmy-Lawson
1536,Eric-Lawson
1537,Ronnie-Lawrence
1538,Lance-Lawrence
1539,Justin-Lawrence
1540,Tom-Lawlor
1541,Muhammed-Lawal
1542,Guangyou-Ning
1543,Chatt-Lavender
1544,Robbie-Lawler
1545,Fedor-Nikolov
1546,Hans-Nijman
1547,Mats-Nilsson
1548,Jack-Nilson
1549,Tom-Niinimaki
1550,Jaimelene-Nievera
1551,Ramsey-Nijem
1552,Khomkrit-Niimi
1553,Macy-Chiasson
1554,Mark-Cherico
1555,Ion-Cherdivara
1556,Gabriel-Checco
1557,Calvin-Kattar
1558,Albert-Cheng
1559,Michael-Chiesa
1560,Fabio-Cherant
1561,Danny-Chavez
1562,Emilio-Chavez
1563,Brad-Katona
1564,Ernest-Chavez
1565,Hisaki-Kato
1566,Tetsuji-Kato
1567,Jinnosuke-Kashimura
1568,Yusuke-Kasuya
1569,Nadia-Kassem
1570,Ernesta-Kareckaite
1571,Impa-Kasanganay
1572,Sandra-Lavado
1573,Sione-Latu
1574,Jenel-Lausa
1575,Joe-Lauzon
1576,Dan-Lauzon
1577,Ilir-Latifi
1578,Bobby-Lashley
1579,Ryan-Larson
1580,Brock-Larson
1581,Jeremy-Larsen
1582,Matheus-Nicolau
1583,Mike-Nickels
1584,Stewart-Nicoll
1585,Alex-Nicholson
1586,Bo-Nickal
1587,Ben-Nguyen
1588,Steven-Nguyen
1589,Emanuel-Newton
1590,Morgan-Charriere
1591,Dan-Charles
1592,Joe-Charles
1593,Francis-Ngannou
1594,Chelsea-Chandler
1595,Michael-Chandler
1596,Alex-Chambers
1597,Donnie-Chappell
1598,Ansar-Chalangov
1599,Georgi-Karakhanyan
1600,Luan-Chagas
1601,David-Kaplan
1602,Edgar-Chairez
1603,Kai-Kara-France
1604,Kyung Ho-Kang
1605,Manel-Kape
1606,Denis-Kang
1607,Ken-Kaneko
1608,Masanori-Kanehara
1609,Lorenz-Larkin
1610,Hiromitsu-Kanehara
1611,Bharat-Kandare
1612,Icho-Larenas
1613,Lionel-Lanham
1614,Aaron-Lanfranco
1615,Jeremy-Lang
1616,TJ-Laramie
1617,Lina-Lansberg
1618,Anthony-Lapsley
1619,Taylor-Lapilus
1620,Austen-Lane
1621,Chad-Laprise
1622,Journey-Newson
1623,Nick-Newell
1624,Jeff-Newton
1625,Carlos-Newton
1626,Julio Cesar-Neves Jr.
1627,Antonio Braga-Neto
1628,Eduardo-Neves
1629,Mario-Neto
1630,Lissette-Neri
1631,Kyle-Nelson
1632,Raffael-Cerqueira
1633,Katlyn-Cerminara
1634,Jared-Chaffee
1635,Gunnar-Nelson
1636,Vinicius-Cenci
1637,Donald-Cerrone
1638,Henry-Cejudo
1639,Adam-Cella
1640,Yosdenis-Cedeno
1641,Igor-Cavalcanti
1642,Mando-Gutierrez
1643,Magnus-Cedenblad
1644,Mike-Guymon
1645,Justin-Guthrie
1646,Koya-Kanda
1647,Chris-Gutierrez
1648,Horacio-Gutierrez
1649,Martin-Kampmann
1650,Shuya-Kamikubo
1651,Bryson-Kamaka
1652,Kai-Kamaka
1653,Nate-Landwehr
1654,Jose-Landi-Jons
1655,Ricardo-Lamas
1656,Saidyokub-Kakhramonov
1657,Sean-Lally
1658,-Kaiwen
1659,Sirwan-Kakai
1660,Jason-Lambert
1661,Yohan-Lainesse
1662,Tim-Lajcik
1663,Geza-Kalman
1664,Todd-Lally
1665,Tina-Lahdemaki
1666,Steve-Nelmark
1667,Shane-Nelson
1668,Roy-Nelson
1669,Nicolae-Negumereanu
1670,Josh-Neer
1671,Stanislav-Nedkov
1672,Joe-Neal
1673,Josh-Neal
1674,Geoff-Neal
1675,Dustin-Neace
1676,Luke-Caudillo
1677,Rafael-Cavalcante
1678,Jacqueline-Cavalcanti
1679,Gesias-Cavalcante
1680,Jenna-Castillo
1681,Nick-Catone
1682,Raul-Castillo
1683,Andreas-Gustafsson
1684,Gugun-Gusman
1685,Danny-Castillo
1686,Tim-Catalfo
1687,Alexander-Gustafsson
1688,Andre-Gusmao
1689,Fabio-Gurgel
1690,Bogdan-Guskov
1691,John-Gunther
1692,Brad-Gumm
1693,Emily-Kagan
1694,Jorge-Gurgel
1695,Ben-Lagman
1696,Noad-Lahat
1697,Corinne-Laframboise
1698,John-Gunderson
1699,Patrick-Kaase
1700,Kemran-Lachinov
1701,Aspen-Ladd
1702,Ryan-LaFlare
1703,Luan-Lacerda
1704,Daniel-Lacerda
1705,Jeremiah-Labiano
1706,Marcio-Navarro
1707,Tafon-Nchukwi
1708,Danny-Navarro
1709,Ismail-Naurdiev
1710,Pawel-Nastula
1711,Reza-Nasri
1712,Kevin-Natividad
1713,Nasrudin-Nasrudinov
1714,Eric-Castile
1715,Gil-Castillo
1716,Bendy-Casimir
1717,John-Castaneda
1718,Brandon-Cash
1719,Joe-Cason
1720,Kevin-Casey
1721,Rafael-Natal
1722,Leonardo-Guimaraes
1723,Cortney-Casey
1724,Johnny-Case
1725,Chris-Guillen
1726,Dwayne-Cason
1727,Jason-Guida
1728,Shannon-Gugerty
1729,Melvin-Guillard
1730,Rainn-Guerrero
1731,Clay-Guida
1732,Allan-Nascimento
1733,Fabricio-Guerreiro
1734,Fabio-Nascimento
1735,Marcelo-Guimaraes
1736,Bobby-Nash
1737,Rodrigo-Nascimento
1738,Nad-Narimani
1739,Roger-Narvaez
1740,Yasuhito-Namekawa
1741,Tyson-Nam
1742,Yui Chul-Nam
1743,Hiroshi-Izumi
1744,Yoislandy-Izquierdo
1745,Shane-Carwin
1746,Rose-Namajunas
1747,Rafael-Carvalho
1748,Saygid-Izagakhmaev
1749,Antonio-Carvalho
1750,Jack-Cartwright
1751,Bruno-Carvalho
1752,Scott-Carson
1753,Jonny-Carson
1754,Roger-Carroll
1755,Wang-Guan
1756,Shonie-Carter
1757,Nandor-Guelmino
1758,Vik-Grujic
1759,Neil-Grove
1760,Mike-Grundy
1761,Chris-Gruetzemacher
1762,Yoshihiro-Nakao
1763,Kendall-Grove
1764,Tokitaka-Nakanishi
1765,Garrett-Gross
1766,Yusaku-Nakamura
1767,Rinya-Nakamura
1768,Daisuke-Nakamura
1769,Jutaro-Nakao
1770,Rin-Nakai
1771,Kazuhiro-Nakamura
1772,Keita-Nakamura
1773,Andrews-Nakahara
1774,Yura-Naito
1775,Tatsuya-Iwasaki
1776,Tomomi-Iwama
1777,Anthony-Ivy
1778,Damir-Ismagulov
1779,Leandro-Issa
1780,Blagoy-Ivanov
1781,Tokimitsu-Ishizawa
1782,Wallid-Ismail
1783,Eiji-Ishikawa
1784,Yuki-Ishikawa
1785,Satoshi-Ishii
1786,Luana-Carolina
1787,Cain-Carrizosa
1788,Cody-Carrillo
1789,Gabriel-Carrasco
1790,Clayton-Carpenter
1791,Tim-Caron
1792,Ariane-Carnelossi
1793,Francis-Carmont
1794,Roan-Carneiro
1795,Da Woon-Jung
1796,Myles-Jury
1797,Cristiane-Justino
1798,Liz-Carmouche
1799,Scott-Junk
1800,Maxim-Grishin
1801,Josh-Grispi
1802,Rodrigo-Gripp de Sousa
1803,Charalampos-Grigoriou
1804,Chuck-Grigsby
1805,Jordan-Griffin
1806,Chad-Griggs
1807,Muhammad-Naimov
1808,Yukiya-Naito
1809,Tyson-Griffin
1810,Max-Griffin
1811,Logan-Nail
1812,Katsuhiko-Nagata
1813,Greg-Nagy
1814,Yuji-Nagata
1815,Eric-Irvin
1816,Mitsuhiro-Ishida
1817,Issa-Isakov
1818,Teruto-Ishihara
1819,James-Irvin
1820,Jason-Ireland
1821,Jorge-Interiano
1822,Takeshi-Inoue
1823,Naoki-Inoue
1824,Antonio-Carlos Junior
1825,Egan-Inoue
1826,Don-Carlo-Clauss
1827,Spike-Carlyle
1828,Katsuya-Inoue
1829,Rafael-Carino
1830,Ronald-Carillo
1831,Phil-Cardella
1832,Remo-Cardarelli
1833,Chris-Cariaso
1834,Edgar-Cardenas
1835,Young Sam-Jung
1836,Bryan-Caraway
1837,Bu-Kyung-Jung
1838,Chan Sung-Jung
1839,Steve-Judson
1840,Carli-Judice
1841,Anshul-Jubli
1842,Luke-Jumeau
1843,Jesse-Juarez
1844,Ernie-Juarez
1845,Tony-Juarez
1846,Dustin-Joynson
1847,Matt-Grice
1848,Maurice-Greene
1849,Gabe-Green
1850,Forrest-Griffin
1851,Desmond-Green
1852,Kevin-Gray
1853,James-Gray
1854,Michael-Graves
1855,Shelton-Graves
1856,King-Green
1857,Sam-Greco
1858,Guto-Inocente
1859,Chris-Inman
1860,Enson-Inoue
1861,Michael-Imperato
1862,Brad-Imes
1863,Chris-Indich
1864,Yusuke-Imamura
1865,Nassourdine-Imavov
1866,Mikhail-Iloukhine
1867,Zelim-Imadaev
1868,Masakazu-Imanari
1869,Dos-Caras Jr.
1870,Frank-Caracci
1871,Phil-Caracappa
1872,Gina-Carano
1873,Cody-Canterbury
1874,Steve-Cantwell
1875,Jose-Canseco
1876,Bo-Cantrell
1877,Paul-Capaldo
1878,Mike-Joy
1879,Guido-Cannetti
1880,Kevin-Jousset
1881,Jared-Cannonier
1882,Charles-Jourdain
1883,Alan-Jouban
1884,Jeff-Joslin
1885,Krzysztof-Jotko
1886,Dwight-Joseph
1887,Gareth-Joseph
1888,Tony-Gravely
1889,Davey-Grant
1890,Scott-Jorgensen
1891,Alexa-Grasso
1892,Ivan-Jorge
1893,Shawn-Jordan
1894,TJ-Grant
1895,Dwight-Grant
1896,Scott-Graham
1897,Miranda-Granger
1898,Steven-Graham
1899,Bogdan-Grad
1900,Fabiano-Iha
1901,Kron-Gracie
1902,Dan-Ige
1903,Seichi-Ikemoto
1904,Sergey-Ignatov
1905,Valeri-Ignatov
1906,Al-Iaquinta
1907,Minoki-Ichihara
1908,Khadis-Ibragimov
1909,Carlos-Candelario
1910,Ronaldo-Candido
1911,Asbel-Cancio
1912,Chico-Camus
1913,Will-Campuzano
1914,Aleksa-Camur
1915,Derek-Campos
1916,Luiz-Cane
1917,John-Campetella
1918,Joe-Jordan
1919,Wagner-Campos
1920,Kevin-Jordan
1921,Jocelyn-Jones-Lybarger
1922,Craig-Jones
1923,Jacobi-Jones
1924,Jamelle-Jones
1925,Antonio-Jones
1926,Trevin-Jones
1927,Roshaun-Jones
1928,Mason-Jones
1929,Neiman-Gracie
1930,Igor-Gracie
1931,Roger-Gracie
1932,Cesar-Gracie
1933,Ralek-Gracie
1934,Rolles-Gracie
1935,Rodrigo-Gracie
1936,Royler-Gracie
1937,Thomas-Campbell
1938,Shane-Campbell
1939,Ryan-Gracie
1940,Mike-Campbell
1941,Brian-Camozzi
1942,Frank-Camacho
1943,Ricky-Camp
1944,Lucas-Camacho
1945,Fabricio-Camoes
1946,Chris-Camozzi
1947,Chris-Jones
1948,Victor-Jones
1949,Ben-Jones
1950,Justin-Jones
1951,Tito-Jones
1952,Jesse-Jones
1953,Marcus-Jones
1954,Roy-Jones
1955,Nathan-Jones
1956,Carlton-Jones
1957,Renzo-Gracie
1958,Royce-Gracie
1959,Rickson-Gracie
1960,Ralph-Gracie
1961,Daniel-Gracie
1962,Crosley-Gracie
1963,Patryk-Grabowski
1964,Justin-Governale
1965,Damian-Grabowski
1966,Hugo-Govea
1967,Nicolle-Caliari
1968,Taylor-Callens
1969,Darrion-Caldwell
1970,Cynthia-Calvillo
1971,Ricky-Calatayud
1972,Travis-Calanoc
1973,Priscila-Cachoeira
1974,Jon-Jones
1975,Vince-Cachero
1976,Alvin-Cacdac
1977,Paul-Jones
1978,Alex-Caceres
1979,Daniel-Jolly
1980,Chad-Johnson
1981,Charles-Johnson
1982,Brian-Johnston
1983,Jose-Johnson
1984,Taylor-Johnson
1985,Liana-Jojua
1986,Jordan-Johnson
1987,Todd-Gouwenberg
1988,Tony-Johnson
1989,Chase-Gormley
1990,Jonathan-Goulet
1991,Wilson-Gouveia
1992,Tim-Gorman
1993,Thibault-Gouti
1994,Tresean-Gore
1995,Alex-Gorgees
1996,Themba-Gorimbo
1997,Malcolm-Gordon
1998,Tebaris-Gordon
1999,Young-Hwang
2000,Solomon-Hutcherson
2001,Alex-Hunter
2002,Joe-Hurley
2003,Adam-Hunter
2004,Harry-Hunsucker
2005,Yan-Cabral
2006,Mark-Hunt
2007,Kajan-Johnson
2008,Demetrious-Johnson
2009,Timothy-Johnson
2010,Deshaun-Johnson
2011,Michael-Johnson
2012,Lavar-Johnson
2013,Dashon-Johnson
2014,Tony-Johnson
2015,Travis-Johnson
2016,Ricky-Johnson
2017,Jared-Gordon
2018,Eddie-Gordon
2019,Gerard-Gordeau
2020,Jordan-Goodwin
2021,Gary-Goodridge
2022,Abongo-Humphrey
2023,Dominik-Humburger
2024,Jared-Gooden
2025,Lyman-Good
2026,Kier-Gooch
2027,Sam-Hughes
2028,Bryan-Humes
2029,David-Hulett
2030,Jeff-Hughes
2031,Victor-Hugo
2032,Mark-Hughes
2033,Matt-Hughes
2034,DaMarques-Johnson
2035,Casey-Huffman
2036,Anthony-Johnson
2037,Brett-Johns
2038,Miles-Johns
2039,Carls-John De Tomas
2040,Sung Bin-Jo
2041,Phil-Johns
2042,Jinensibieke-Asikeerbai
2043,Movsar-Evloev
2044,-Jiniushiyue
2045,Ryan-Jimmo
2046,Neal-Ewing
2047,Andre-Ewell
2048,Jessica-Eye
2049,Ashlee-Evans-Smith
2050,Tonya-Evinger
2051,Doug-Evans
2052,Jennifer-Gonzalez
2053,Sijara-Eubanks
2054,Rashad-Evans
2055,Dan-Evensen
2056,Erick-Gonzalez
2057,Billy-Evangelista
2058,Pearl-Gonzalez
2059,Mikey-Gonzalez
2060,Jason-Gonzalez
2061,Lewis-Gonzalez
2062,Jorge-Gonzalez
2063,Fabian-Gonzalez
2064,Nick-Gonzalez
2065,Alex-Huddleston
2066,Fernando-Gonzalez
2067,Rolando-Dy
2068,Roger-Huerta
2069,Collin-Huckbody
2070,Huang-Feier
2071,Austin-Hubbard
2072,Yuele-Huang
2073,Carlos-Huachin
2074,Shane-Howell
2075,Brady-Huang
2076,Hu-Yaozong
2077,Art-Jimmerson
2078,Ronald-Jhun
2079,Gilbert-Jimenez
2080,Chan-Mi-Jeon
2081,Baergeng-Jieleyisi
2082,Maciej-Jewtuszko
2083,Jack-Jenkins
2084,Kyle-Jensen
2085,Ryan-Jensen
2086,Scott-Ettling
2087,Fred-Ettish
2088,Terry-Etim
2089,Achilles-Estremadura
2090,Jodie-Esquibel
2091,Rafael-Estevam
2092,Steve-Jennum
2093,Jordan-Espinosa
2094,Justin-Gonzales
2095,Shaun-Etchell
2096,Juan-Espino
2097,William-Gomis
2098,Carla-Esparza
2099,Akihiro-Gono
2100,Silvana-Gomez Juarez
2101,Gabriel-Gonzaga
2102,Edson-Gomez
2103,Joey-Gomez
2104,Luis-Gomez
2105,Takanori-Gomi
2106,Joey-Gomez
2107,Matt-Dwyer
2108,Merab-Dvalishvili
2109,Bill-Duvall
2110,David-Dvorak
2111,Rilley-Dutro
2112,Cody-Durden
2113,Luiz-Dutra
2114,Reuben-Duran
2115,Harold-Howard
2116,Albert-Duraev
2117,Trey-Houston
2118,Jeff-Hougland
2119,Jamie-Houston
2120,John-Howard
2121,Brian-Houston
2122,John-Hosman
2123,Saeed-Hosseini
2124,Matt-Horwich
2125,Adrienna-Jenkins
2126,Jamey-Lyn-Horth
2127,Aaron-Jeffery
2128,Joanna-Jedrzejczyk
2129,Bubba-Jenkins
2130,Trent-Jenkins
2131,Yazmin-Jauregui
2132,Justin-Jaynes
2133,Jasmine-Jasudavicius
2134,Louis-Jauregui
2135,Evan-Esguerra
2136,Cole-Escovedo
2137,Efrain-Escudero
2138,Chel-Erwin-Davis
2139,Nick-Ertl
2140,Pro-Escobedo
2141,Ivan-Erslan
2142,Eric-Esch
2143,Jarno-Errens
2144,Ulysses-Gomez
2145,Bobby-Escalante
2146,Alan-Gomez
2147,David-Gomez
2148,Denise-Gomes
2149,Marcelo-Golm
2150,Frank-Gomez
2151,Sergio-Gomez
2152,Amiran-Gogoladze
2153,Jonny-Goh
2154,Billy Ray-Goff
2155,Hannah-Goldy
2156,Christian Leroy-Duncan
2157,Alex-Dunworth
2158,Tom-Duquesnoy
2159,Chris-Duncan
2160,Kelly-Dullanty
2161,Isaac-Dulgarian
2162,Islam-Dulatov
2163,Norma-Dumont
2164,Evan-Dunham
2165,Sedriques-Dumas
2166,Jeremy-Horn
2167,Matt-Horning
2168,Chris-Horodecki
2169,Yoshinori-Horie
2170,Kyoji-Horiguchi
2171,Moti-Horenstein
2172,Yuma-Horiuchi
2173,Chase-Hooper
2174,Darrell-Horcher
2175,Brock-Jardine
2176,Dan-Hooker
2177,Rony-Jason
2178,Josh-Jarvis
2179,Dave-Jansen
2180,Jaime-Jara
2181,Keith-Jardine
2182,Josh-Janousek
2183,Gigo-Jara
2184,Ryan-Janes
2185,Virna-Jandiroba
2186,Konstantin-Erokhin
2187,Julian-Erosa
2188,Won Jin-Eoh
2189,Tom-Erikson
2190,Steve-Erceg
2191,Josh-Epps
2192,Andy-Enz
2193,Loopy-Godinez
2194,Ian-Entwistle
2195,Alex-Enlund
2196,Kenny-Ento
2197,Clint-Godfrey
2198,Allan-Goes
2199,Jason-Godsey
2200,Mike-Glenn
2201,Ricky-Glenn
2202,Mark-Godbeer
2203,Brandon-Girtz
2204,Israel-Giron
2205,Jason-Glaza
2206,Jessamyn-Duke
2207,Alexis-Dufresne
2208,Jack-Duffy
2209,Joe-Duffy
2210,Adin-Duenas
2211,Todd-Duffee
2212,Milana-Dudieva
2213,Viktoriia-Dudakova
2214,Satoshi-Honma
2215,Emily-Ducote
2216,SeongChan-Hong
2217,David-Hood
2218,Chris-Honeycutt
2219,Lorenzo-Hood
2220,JunYoung-Hong
2221,Sabah-Homasi
2222,Barb-Honchak
2223,Justin-James
2224,Richard-Jacobi
2225,Mike-Jackson
2226,Mark-Hominick
2227,Montel-Jackson
2228,Dustin-Jacoby
2229,Damon-Jackson
2230,Eric-Jacob
2231,Kevin-Engel
2232,Kolton-Englund
2233,Oliver-Enkamp
2234,Jason-Jackson
2235,Kenyon-Jackson
2236,Marius-Enache
2237,Jamall-Emmers
2238,Rob-Emerson
2239,Josh-Emmett
2240,Aleksander-Emelianenko
2241,Fedor-Emelianenko
2242,He-Man-Gipson
2243,Ramazan-Emeev
2244,Demetrius-Gioulacos
