Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Duane Ludwig,-180,Darren Elkins,+150,UFC on Versus 1: Vera vs. Jones,Mar 21st 2010
Duane Ludwig,+290,Jim Miller,-380,UFC 108: Evans vs Silva,Jan 2nd 2010
Aalon Cruz,-125,Uros Medic,+105,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Mike Lullo,+150,Robert Peralta,-170,UFC Fight Night 25: Battle on the Bayou,Sep 17th 2011
Dominick Cruz,+135,Marlon Vera,-155,UFC Fight Night: Vera vs. Cruz,Aug 13th 2022
Dominick Cruz,+135,Pedro Munhoz,-155,UFC 269,Dec 11th 2021
Dominick Cruz,-115,Casey Kenney,-105,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Dominick Cruz,+175,Henry Cejudo,-245,UFC 249: Ferguson vs. Gaethje,May 9th 2020
Dominick Cruz,-195,Cody Garbrandt,+160,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Dominick Cruz,-600,Urijah Faber,+400,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
Dominick Cruz,+120,T.J. Dillashaw,-150,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17th 2016
Dominick Cruz,-350,Takeya Mizugaki,+250,UFC 178: Johnson vs. Cariaso,Sep 27th 2014
Dominick Cruz,-425,Demetrious Johnson,+320,UFC On Versus 6: Cruz vs. Johnson,Oct 1st 2011
Dominick Cruz,-120,Urijah Faber,-120,UFC 132: Cruz vs. Faber,Jul 2nd 2011
Daron Cruickshank,+170,Paul Felder,-230,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17th 2016
Daron Cruickshank,-215,James Krause,+165,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25th 2015
Daron Cruickshank,-190,Beneil Dariush,+150,UFC 185: Pettis vs. dos Anjos,Mar 14th 2015
Daron Cruickshank,-165,K.J. Noons,+125,UFC: The Ultimate Fighter 20 Finale,Dec 12th 2014
Daron Cruickshank,-125,Anthony Njokuani,-115,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 4th 2014
Daron Cruickshank,+220,Jorge Masvidal,-300,UFC on FOX 12: Lawler vs. Brown,Jul 26th 2014
Daron Cruickshank,+190,Erik Koch,-270,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Daron Cruickshank,-210,Mike Rio,+160,UFC on FOX 10: Henderson vs. Thomson,Jan 25th 2014
Daron Cruickshank,+120,Adriano Martins,-160,UFC Fight Night 32: Belfort vs. Henderson,Nov 9th 2013
Daron Cruickshank,-165,Yves Edwards,+125,UFC on FOX 8: Johnson vs. Moraga,Jul 27th 2013
Daron Cruickshank,-140,John Makdessi,+100,UFC 158: St-Pierre vs. Diaz,Mar 16th 2013
Daron Cruickshank,-140,Henry Martinez,+100,UFC on FOX 5: Henderson vs. Diaz,Dec 8th 2012
Daron Cruickshank,-210,Chris Tickle,+160,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
Allen Crowder,+135,Jairzinho Rozenstruik,-175,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Allen Crowder,+175,Greg Hardy,-245,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19th 2019
Allen Crowder,+160,Justin Willis,-210,UFC 218: Holloway vs. Aldo 2,Dec 2nd 2017
Jimmy Crute,-105,Alonzo Menifield,-125,UFC,Jul 9th 2023
Jimmy Crute,-230,Alonzo Menifield,+195,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
Jimmy Crute,-220,Jamahal Hill,+185,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Jimmy Crute,-180,Modestas Bukauskas,+155,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 17th 2020
Jimmy Crute,-155,Anthony Smith,+135,UFC 261: Usman vs. Masvidal 2,Apr 24th 2021
Kiefer Crosbie,+200,Sam Patterson,-275,UFC,Jul 27th 2024
Kiefer Crosbie,+110,Kevin Jousset,-135,UFC 293,Sep 9th 2023
Jennifer Maia,-150,Viviane Araujo,+110,UFC Fight Night,Oct 15th 2023
Jennifer Maia,+135,Casey O'Neill,-155,UFC 286,Mar 18th 2023
Jennifer Maia,+130,Maryna Moroz,-150,UFC Fight Night 215,Nov 19th 2022
Jennifer Maia,+190,Manon Fiorot,-225,UFC Fight Night 207,Mar 26th 2022
Jennifer Maia,+125,Katlyn Chookagian,-145,UFC Fight Night 201,Jan 15th 2022
Jennifer Maia,-175,Jessica Eye,+150,UFC 264: Poirier vs. McGregor 3,Jul 10th 2021
Jennifer Maia,+550,Valentina Shevchenko,-750,UFC 255: Figueiredo vs. Perez,Nov 21st 2020
Jennifer Maia,+110,Joanne Calderwood,-130,UFC on ESPN+ 31: Brunson vs. Shahbazyan,Aug 1st 2020
Jennifer Maia,+100,Katlyn Chookagian,-140,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Jennifer Maia,-130,Roxanne Modafferi,-110,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
Jennifer Maia,+170,Alexis Davis,-230,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Jennifer Maia,-120,Liz Carmouche,-120,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
Demian Maia,+185,Belal Muhammad,-220,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Demian Maia,+125,Ben Askren,-165,UFC on ESPN+ 20: Maia vs. Askren,Oct 26th 2019
Demian Maia,-195,Anthony Rocco Martin,+155,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Demian Maia,-155,Lyman Good,+115,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019
Demian Maia,+135,Kamaru Usman,-175,UFC Fight Night 129: Maia vs. Usman,May 19th 2018
Demian Maia,+100,Colby Covington,-140,UFC Fight Night 119: Machida vs. Brunson,Oct 28th 2017
Demian Maia,+160,Tyron Woodley,-210,UFC 214: Cormier vs. Jones 2,Jul 29th 2017
Demian Maia,-175,Jorge Masvidal,+135,UFC 211: Miocic vs. Dos Santos 2,May 13th 2017
Demian Maia,-130,Carlos Condit,-110,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
Demian Maia,-380,Matt Brown,+260,UFC 198: Werdum vs. Miocic,May 14th 2016
Demian Maia,-120,Gunnar Nelson,-120,UFC 194: Aldo vs. McGregor,Dec 12th 2015
Demian Maia,-190,Neil Magny,+150,UFC 190: Rousey vs. Correia,Aug 1st 2015
Demian Maia,-115,Ryan Laflare,-125,UFC Fight Night 62: Maia vs. LaFlare,Mar 21st 2015
Demian Maia,-420,Alexander Yakovlev,+300,UFC: The Ultimate Fighter Brazil 3 Finale,May 31st 2014
Demian Maia,+165,Rory Macdonald,-215,UFC 170: Rousey vs. McMann,Feb 22nd 2014
Demian Maia,+110,Gilbert Burns,-150,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020
Demian Maia,-245,Jake Shields,+175,UFC Fight Night 29: Maia vs. Shields,Oct 9th 2013
Demian Maia,+110,Jon Fitch,-150,UFC 156: Aldo vs. Edgar,Feb 2nd 2013
Demian Maia,-120,Rick Story,-120,UFC 153: Silva vs. Bonnar,Oct 13th 2012
Demian Maia,-120,Dong Hyun Kim,-120,UFC 148: Silva vs. Sonnen 2,Jul 7th 2012
Demian Maia,+135,Chris Weidman,-165,UFC on FOX 2,Jan 28th 2012
Demian Maia,-280,Jorge Santiago,+220,UFC 136: Edgar vs. Maynard 3,Oct 8th 2011
Demian Maia,-210,Mark Munoz,+160,UFC 131: Carwin vs. Dos Santos,Jun 11th 2011
Demian Maia,-490,Kendall Grove,+330,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
Demian Maia,-400,Mario Miranda,+280,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
Demian Maia,+405,Anderson Silva,-560,UFC 112: Invincible,Apr 10th 2010
Demian Maia,-325,Dan Miller,+250,UFC 109: Relentless,Feb 6th 2010
Demian Maia,+120,Nate Marquardt,-150,UFC 102: Couture vs Nogueira,Aug 29th 2009
Demian Maia,-270,Chael Sonnen,+210,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
Demian Maia,-260,Nate Quarry,+180,UFC 91: Couture vs Lesnar,Nov 15th 2008
Demian Maia,+150,Jason Macdonald,-190,UFC 87: Seek And Destroy,Aug 9th 2008
Demian Maia,-195,Ed Herman,+160,UFC 83: Serra vs St-Pierre 2,Apr 19th 2008
Jan Blachowicz,+130,Aleksandar Rakic,-150,UFC Fight Night 208,May 14th 2022
Jan Blachowicz,-190,Glover Teixeira,+165,UFC 267: Brachowicz vs. Teixeira,Oct 30th 2021
Jan Blachowicz,+210,Israel Adesanya,-250,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Jan Blachowicz,+170,Dominick Reyes,-200,UFC 253: Adesanya vs. Costa,Sep 26th 2020
Jan Blachowicz,-185,Ronaldo Souza,+145,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16th 2019
Jan Blachowicz,+165,Luke Rockhold,-215,UFC 239: Jones vs. Santos,Jul 6th 2019
Jan Blachowicz,+120,Thiago Santos,-140,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019
Jan Blachowicz,-130,Nikita Krylov,-110,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15th 2018
Jan Blachowicz,+160,Jimi Manuwa,-210,UFC Fight Night 127: Werdum vs. Volkov,Mar 17th 2018
Jan Blachowicz,+165,Jared Cannonier,-215,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16th 2017
Jan Blachowicz,+110,Devin Clark,-150,UFC Fight Night 118: Cerrone vs. Till,Oct 21st 2017
Jan Blachowicz,-125,Patrick Cummins,-115,UFC 210: Cormier vs. Johnson 2,Apr 8th 2017
Jan Blachowicz,+400,Alexander Gustafsson,-600,UFC Fight Night 93: Arlovski vs. Barnett,Sep 3rd 2016
Jan Blachowicz,-385,Igor Pokrajac,+265,UFC Fight Night 86: Rothwell vs. Dos Santos,Apr 10th 2016
Jan Blachowicz,-165,Corey Anderson,+125,UFC 191: Johnson vs. Dodson II,Sep 5th 2015
Jan Blachowicz,-115,Jimi Manuwa,-125,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
Jan Blachowicz,+170,Ilir Latifi,-230,UFC Fight Night 53: Nelson vs. Story,Oct 4th 2014
Jan Blachowicz,+105,Corey Anderson,-145,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
Brad Blackburn,-170,Damarques Johnson,+140,UFC 112: Invincible,Apr 10th 2010
Brad Blackburn,+135,Amir Sadollah,-165,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
Brad Blackburn,-135,Edgar Garcia,+105,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
Brad Blackburn,+145,Ryo Chonan,-175,UFC 92: The Ultimate 2008,Dec 27th 2008
Brad Blackburn,-215,James Giboo,+170,UFC Fight Night 14: Silva vs Irvin,Jul 19th 2008
Lisa Kyriacou,+120,Qihui Yan,-163,Road to UFC,May 19th 2024
Iasmin Lucindo,-185,Karolina Kowalkiewicz,+154,UFC,May 5th 2024
Iasmin Lucindo,-210,Josefine Knutsson,+175,UFC Fight Night: Grasso vs. Shevchenko 2,Sep 16th 2023
Iasmin Lucindo,-200,Polyana Viana,+163,UFC Fight Night 226,Aug 12th 2023
Iasmin Lucindo,-300,Brogan Walker,+250,UFC Fight Night 223,Apr 22nd 2023
Iasmin Lucindo,-275,Brogan Walker-Sanchez,+225,UFC Fight Night 223,Apr 22nd 2023
Stephanie Luciano,-155,Talita Alencar,+130,UFC,Aug 10th 2024
Matt Lucas,+120,Aaron Rosa,-150,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12th 2011
Kevin Croom,+120,Heili Alateng,-140,UFC Fight Night: UFC Fight Night 206,Apr 16th 2022
Kevin Croom,+275,Brian Kelleher,-325,UFC Fight Night 201,Jan 15th 2022
Kevin Croom,+250,Alex Caceres,-300,UFC Fight Night 186: Rozenstruik vs. Gane,Feb 27th 2021
Kevin Croom,+285,Roosevelt Roberts,-375,UFC on ESPN+ 35: Waterson vs. Hill,Sep 12th 2020
Waylon Lowe,+195,Nik Lentz,-255,UFC Fight Night 24: Nogueira vs. Davis,Mar 26th 2011
Waylon Lowe,-105,Willamy Freire,-115,UFC Fight Night 23: Fight For The Troops II,Jan 22nd 2011
Waylon Lowe,-115,Steve Lopez,-115,UFC 119: Mir vs. Cro Cop,Sep 25th 2010
Waylon Lowe,+190,Melvin Guillard,-250,UFC 114: Jackson vs. Evans,May 29th 2010
Tim Credeur,-125,Ed Herman,-105,UFC: The Ultimate Fighter 13 Finale,Jun 4th 2011
Tim Credeur,+210,Nate Quarry,-270,UFC Fight Night 19,Sep 16th 2009
Tim Credeur,-130,Nick Catone,+100,UFC Fight Night 18: Condit vs Kampmann,Apr 1st 2009
Tim Credeur,-165,Nate Loughran,+135,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Alberto Crane,+325,Kurt Pellegrino,-435,UFC Fight Night 12: Swick vs Burkman,Jan 23rd 2008
Paul Craig,+600,Bo Nickal,-910,UFC,Nov 17th 2024
Paul Craig,+154,Caio Borralho,-185,UFC,May 5th 2024
Paul Craig,+200,Brendan Allen,-275,UFC,Nov 18th 2023
Paul Craig,+140,Andre Muniz,-188,UFC 292,Jul 22nd 2023
Paul Craig,+130,Johnny Walker,-150,UFC 283,Jan 21st 2023
Paul Craig,+170,Volkan Oezdemir,-200,UFC Fight Night: Blaydes vs. Aspinall,Jul 23rd 2022
Paul Craig,-158,Nikita Krylov,+134,UFC Fight Night 205,Mar 19th 2022
Paul Craig,+250,Jamahal Hill,-300,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Paul Craig,-110,Mauricio Rua,-110,UFC 255: Figueiredo vs. Perez,Nov 21st 2020
Paul Craig,+105,Gadzhimurad Antigulov,-125,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Paul Craig,+165,Mauricio Rua,-215,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16th 2019
Paul Craig,-160,Vinicius Moreira,+120,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019
Paul Craig,+185,Alonzo Menifield,-265,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Paul Craig,+165,Kennedy Nzechukwu,-215,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Paul Craig,+175,Jim Crute,-245,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018
Paul Craig,+290,Magomed Ankalaev,-410,UFC Fight Night 127: Werdum vs. Volkov,Mar 17th 2018
Paul Craig,+100,Khalil Rountree,-140,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
Paul Craig,-170,Tyson Pedro,+130,UFC 209: Woodley vs. Thompson 2,Mar 4th 2017
Dan Cramer,-150,Matt Riddle,+110,UFC 101: Declaration,Aug 8th 2009
Dan Cramer,+140,Matt Arroyo,-170,UFC 94: St-Pierre vs Penn 2,Jan 31st 2009
Zabit Magomedsharipov,-270,Calvin Kattar,+190,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 9th 2019
Zabit Magomedsharipov,-300,Jeremy Stephens,+220,UFC 235: Jones vs. Smith,Mar 2nd 2019
Zabit Magomedsharipov,-1050,Brandon Davis,+600,UFC 228: Woodley vs. Till,Sep 8th 2018
Zabit Magomedsharipov,-530,Kyle Bochniak,+350,UFC 223: Nurmagomedov vs. Iaquinta,Apr 7th 2018
Zabit Magomedsharipov,-405,Sheymon Moraes,+285,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25th 2017
John Maguire,-245,Mitch Clarke,+175,UFC 161: Evans vs. Henderson,Jun 15th 2013
John Maguire,+130,Matt Riddle,-170,UFC 154: St-Pierre vs. Condit,Nov 17th 2012
John Maguire,+200,John Hathaway,-280,UFC on FUEL TV 5: Struve vs. Miocic,Sep 29th 2012
John Maguire,-140,Damarques Johnson,+120,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
John Maguire,-110,Justin Edwards,-130,UFC 138: Leben vs. Munoz,Nov 5th 2011
Ruslan Magomedov,-140,Shawn Jordan,+100,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Ruslan Magomedov,-210,Josh Copeland,+160,UFC Fight Night 57: Edgar vs. Swanson,Nov 22nd 2014
Neil Magny,+180,Michael Morales,-218,UFC,Aug 25th 2024
Neil Magny,+185,Mike Malott,-225,UFC 297,Jan 21st 2024
Neil Magny,+240,Ian Garry,-298,UFC,Aug 20th 2023
Neil Magny,-138,Philip Rowe,+105,UFC Fight Night 228,Jun 24th 2023
Neil Magny,+245,Gilbert Burns,-285,UFC 283,Jan 21st 2023
Neil Magny,-125,Daniel Rodriguez,+105,UFC Fight Night 214ting Championship,Nov 5th 2022
Neil Magny,+235,Shavkat Rakhmonov,-275,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Neil Magny,-150,Max Griffin,+130,UFC Fight Night 207,Mar 26th 2022
Neil Magny,-150,Michael Chiesa,+130,UFC on ESPN 20: Chiesa vs. Magny,Jan 20th 2021
Neil Magny,-140,Robbie Lawler,+120,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
Neil Magny,-210,Santiago Ponzinibbio,+160,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018
Neil Magny,-380,Craig White,+260,UFC Fight Night 130: Thompson vs. Till,May 27th 2018
Neil Magny,+110,Carlos Condit,-150,UFC 219: Cyborg vs. Holm,Dec 30th 2017
Neil Magny,+140,Rafael Dos Anjos,-180,UFC 215: Nunes vs. Shevchenko 2,Sep 9th 2017
Neil Magny,-110,Johny Hendricks,-130,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Neil Magny,-175,Lorenz Larkin,+135,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
Neil Magny,+110,Hector Lombard,-150,UFC Fight Night 85: Hunt vs. Mir,Mar 19th 2016
Neil Magny,+210,Kelvin Gastelum,-290,UFC Fight Night 78: Magny vs. Gastelum,Nov 21st 2015
Neil Magny,+110,Erick Silva,-150,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
Neil Magny,+150,Demian Maia,-190,UFC 190: Rousey vs. Correia,Aug 1st 2015
Neil Magny,+110,Hyun Gyu Lim,-150,UFC Fight Night 66: Edgar vs. Faber,May 16th 2015
Neil Magny,-305,Kiichi Kunimoto,+225,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
Neil Magny,-215,William Macario,+165,UFC 179: Aldo vs. Mendes II,Oct 25th 2014
Neil Magny,+175,Alex Garcia,-245,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
Neil Magny,-270,Rodrigo Goiana de Lima,+190,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28th 2014
Neil Magny,+145,Tim Means,-185,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Neil Magny,+125,Gasan Umalatov,-165,UFC 169: Barao vs. Faber,Feb 1st 2014
Neil Magny,+210,Geoffrey Neal,-250,UFC on ESPN 24: Rodriguez vs. Waterson,May 8th 2021
Neil Magny,-150,Anthony Rocco Martin,+130,UFC 250: Nunes vs. Spencer,Jun 6th 2020
Neil Magny,+210,Li Jingliang,-270,UFC 248: Adesanya vs. Romero,Mar 7th 2020
Neil Magny,-125,Seth Baczynski,-115,UFC Fight Night 31: Fight For The Troops III,Nov 6th 2013
Neil Magny,+170,Sergio Moraes,-230,UFC 163: Aldo vs. Jung,Aug 3rd 2013
Abus Magomedov,-185,Warlley Alves,+154,UFC,May 18th 2024
Rashid Magomedov,-260,Bobby Green,+180,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Rashid Magomedov,-170,Beneil Dariush,+130,UFC Fight Night 98: Dos Anjos vs. Ferguson,Nov 5th 2016
Rashid Magomedov,-135,Gilbert Burns,-105,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Rashid Magomedov,-125,Elias Silverio,-115,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014
Rashid Magomedov,-315,Rodrigo Damm,+235,UFC: The Ultimate Fighter Brazil 3 Finale,May 31st 2014
Rashid Magomedov,-210,Tony Martin,+160,UFC 169: Barao vs. Faber,Feb 1st 2014
Angad Bisht,+250,Dong Hoon Choi,-350,Road to UFC,Aug 24th 2024
Anthony Birchak,-155,Gustavo Lopez,+125,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Anthony Birchak,-210,Dileno Lopes,+160,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 7th 2016
Anthony Birchak,+325,Thomas Almeida,-475,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Anthony Birchak,+170,Joe Soto,-230,UFC Fight Night 68: Henderson vs. Boetsch,Jun 6th 2015
Anthony Birchak,-315,Ian Entwistle,+235,UFC on FOX 13: Dos Santos vs. Miocic,Dec 13th 2014
Anthony Birchak,+175,Tony Gravely,-205,UFC on ESPN 22: Whittaker vs. Gastelum,Apr 17th 2021
David Bielkheden,+220,Mark Bocek,-280,UFC 97: Redemption,Apr 18th 2009
David Bielkheden,-145,Jess Liaudin,+125,UFC 89: Bisping vs Leben,Oct 18th 2008
David Bielkheden,+400,Diego Sanchez,-550,UFC 82: Pride Of A Champion,Mar 1st 2008
Blake Bilder,-110,Jeongyeong Lee,-110,UFC Fight Night,Feb 3rd 2024
Blake Bilder,-210,Kyle Nelson,+180,UFC 289,Jun 10th 2023
Blake Bilder,+110,Shane Young,-130,UFC 284,Feb 11th 2023
Michael Bisping,+170,Kelvin Gastelum,-230,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25th 2017
Michael Bisping,+230,Anderson Silva,-290,UFC Fight Night 84: Silva vs. Bisping,Feb 27th 2016
Michael Bisping,-140,Thales Leites,+100,UFC Fight Night 72: Bisping vs. Leites,Jul 18th 2015
Michael Bisping,-185,C.B. Dollaway,+145,UFC 186: Johnson vs. Horiguchi,Apr 25th 2015
Michael Bisping,+350,Luke Rockhold,-530,UFC Fight Night 55: Rockhold vs. Bisping,Nov 7th 2014
Michael Bisping,-260,Cung Le,+180,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
Michael Bisping,-165,Tim Kennedy,+125,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
Michael Bisping,+130,Georges St-Pierre,-160,UFC 217: Bisping vs. St-Pierre,Nov 4th 2017
Michael Bisping,-240,Dan Henderson,+180,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016
Michael Bisping,+600,Luke Rockhold,-1050,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
Michael Bisping,-190,Alan Belcher,+150,UFC 159: Jones vs. Sonnen,Apr 27th 2013
Michael Bisping,+120,Vitor Belfort,-160,UFC on FX 7: Belfort vs. Bisping,Jan 19th 2013
Michael Bisping,-165,Brian Stann,+125,UFC 152: Jones vs. Belfort,Sep 22nd 2012
Michael Bisping,+350,Chael Sonnen,-440,UFC on FOX 2,Jan 28th 2012
Michael Bisping,-240,Jason Miller,+180,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
Michael Bisping,-210,Jorge Rivera,+160,UFC 127: Penn vs. Fitch,Feb 26th 2011
Michael Bisping,-280,Yoshihiro Akiyama,+200,UFC 120: Bisping vs. Akiyama,Oct 16th 2010
Michael Bisping,-150,Dan Miller,+110,UFC 114: Jackson vs. Evans,May 29th 2010
Michael Bisping,+130,Wanderlei Silva,-160,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
Michael Bisping,+125,Denis Kang,-155,UFC 105: Couture vs Vera,Nov 14th 2009
Michael Bisping,+330,Dan Henderson,-490,UFC 100,Jul 11th 2009
Michael Bisping,-170,Chris Leben,+140,UFC 89: Bisping vs Leben,Oct 18th 2008
Michael Bisping,-360,Jason Day,+270,UFC 85: Bedlam,Jun 7th 2008
Michael Bisping,-330,Charles McCarthy,+253,UFC 83: Serra vs St-Pierre 2,Apr 19th 2008
Michael Bisping,+170,Rashad Evans,-230,UFC 78: Validation,Nov 17th 2007
Guram Kutateladze,-240,Jordan Vucenic,+188,UFC,Aug 3rd 2024
Guram Kutateladze,-250,Abdul-Kareem Al-Selwady,+200,UFC,Aug 3rd 2024
Guram Kutateladze,-400,Elves Brenner,+300,UFC Fight Night: Strickland vs. Magomedov,Jul 1st 2023
Guram Kutateladze,-225,Jamie Mullarkey,+185,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Guram Kutateladze,+155,Damir Ismagulov,-180,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Ian Loveland,-140,Yves Jabouin,+110,UFC 134: Silva vs. Okami,Aug 27th 2011
Ian Loveland,+220,Joseph Benavidez,-300,UFC 128: Shogun vs. Jones,Mar 19th 2011
Ian Loveland,+230,Tyler Toner,-270,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
Nate Loughran,+135,Tim Credeur,-165,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Caolan Loughran,-186,Jake Hadley,+150,UFC,Jul 28th 2024
Caolan Loughran,-225,Ramon Taveras,+185,UFC,Jul 27th 2024
Caolan Loughran,-270,Angel Pacheco,+220,UFC,Mar 30th 2024
Caolan Loughran,+128,Taylor Lapilus,-159,UFC on ESPN: Gane vs. Spivak,Sep 2nd 2023
Benito Lopez,+220,Mario Bautista,-260,UFC Fight Night 214ting Championship,Nov 5th 2022
Benito Lopez,-265,Vince Morales,+185,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
Benito Lopez,+225,Manny Bermudez,-305,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
Benito Lopez,-120,Albert Morales,-120,UFC Fight Night 123: Swanson vs. Ortega,Dec 9th 2017
Gustavo Lopez,-110,Heili Alateng,-110,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Gustavo Lopez,+125,Anthony Birchak,-155,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Gustavo Lopez,+220,Merab Dvalishvili,-300,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Matthew Lopez,+165,Brad Katona,-215,UFC 231: Holloway vs. Ortega,Dec 8th 2018
Matthew Lopez,+110,Alejandro Perez,-150,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
Matthew Lopez,+200,Raphael Assuncao,-280,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017
Matthew Lopez,-150,Johnny Eduardo,+110,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Matthew Lopez,+120,Mitch Gagnon,-160,UFC 206: Holloway vs. Pettis,Dec 10th 2016
Matthew Lopez,+115,Rani Yahya,-155,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
Andrew Craig,+135,Lyman Good,-175,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
Andrew Craig,+110,Cezar Ferreira,-150,UFC Fight Night 44: Swanson vs. Stephens,Jun 28th 2014
Andrew Craig,-260,Luke Barnatt,+180,UFC Fight Night 30: Machida vs. Munoz,Oct 26th 2013
Andrew Craig,-140,Chris Leben,+100,UFC 162: Silva vs. Weidman,Jul 6th 2013
Andrew Craig,+205,Ronny Markes,-265,UFC on FX 7: Belfort vs. Bisping,Jan 19th 2013
Andrew Craig,-150,Rafael Natal,+130,UFC on FUEL TV 4: Munoz vs. Weidman,Jul 11th 2012
Andrew Craig,+220,Kyle Noke,-260,UFC on FX 2: Alves vs. Kampmann,Mar 2nd 2012
Nathan Coy,+200,Zak Cummings,-280,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
